Asset,Strategy,FGI_Threshold,Leverage,Total_Return%,Monthly_Return%,Sharpe_Ratio,Max_Drawdown%,Win_Rate%,Total_Trades,Liquidations,Time_In_Market%
ETH,momentum,79,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,79,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,80,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,81,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,82,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,83,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,84,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,85,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,86,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,87,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,88,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,89,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,90,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,91,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,92,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,93,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,94,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,95,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,96,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,97,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,98,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,99,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,4,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,5,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,6,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,7,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,8,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,9,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,100,10,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000
ETH,momentum,59,1,-0.9172,-0.0764,-1025.6187,0.9172,0.0000,4,0,0.0226
ETH,momentum,59,2,-1.6420,-0.1368,-919.7336,1.6420,0.0000,4,0,0.0226
ETH,momentum,59,3,-2.3642,-0.1970,-884.4386,2.3642,0.0000,4,0,0.0226
ETH,momentum,59,4,-3.0838,-0.2570,-866.7911,3.0838,0.0000,4,0,0.0226
ETH,momentum,58,1,-3.4807,-0.2901,-32.4500,9.8309,12.5000,8,0,1.5146
ETH,momentum,59,8,-3.8007,-0.3167,-856.2026,3.8007,0.0000,4,0,0.0226
ETH,momentum,59,6,-4.5150,-0.3763,-849.1436,4.5150,0.0000,4,0,0.0226
ETH,momentum,56,10,-4.8694,-0.4058,20.7240,79.1157,14.2857,14,0,7.8445
ETH,momentum,59,7,-5.2267,-0.4356,-844.1014,5.2267,0.0000,4,0,0.0226
ETH,momentum,48,5,-5.4147,-0.4512,24.9676,97.1826,21.6216,37,1,77.6195
ETH,momentum,59,5,-5.9358,-0.4947,-840.3198,5.9358,0.0000,4,0,0.0226
ETH,momentum,59,9,-6.6423,-0.5535,-837.3786,6.6423,0.0000,4,0,0.0226
ETH,momentum,58,2,-6.7487,-0.5624,-30.6410,18.2906,12.5000,8,0,1.5146
ETH,momentum,59,10,-7.3461,-0.6122,-835.0256,7.3461,0.0000,4,0,0.0226
ETH,momentum,58,5,-10.1774,-0.8481,-30.0379,25.8035,12.5000,8,0,1.5146
ETH,momentum,58,4,-13.7611,-1.1468,-29.7364,32.5482,12.5000,8,0,1.5146
ETH,momentum,48,4,-16.1004,-1.3417,24.9553,96.4894,21.6216,37,1,77.6195
ETH,momentum,58,3,-17.4943,-1.4579,-29.5555,38.6745,12.5000,8,0,1.5146
ETH,momentum,46,2,-18.9769,-1.5814,-24.3707,94.0427,10.0000,20,0,97.2985
ETH,momentum,58,6,-21.3712,-1.7809,-29.4349,44.2693,12.5000,8,0,1.5146
ETH,momentum,58,7,-25.3866,-2.1156,-29.3488,49.4160,12.5000,8,0,1.5146
ETH,momentum,58,8,-29.5350,-2.4612,-29.2842,54.1816,12.5000,8,0,1.5146
ETH,momentum,51,7,-31.1774,-2.5981,19.7381,89.4569,10.5263,38,0,52.7410
ETH,momentum,58,9,-33.8109,-2.8176,-29.2339,58.6202,12.5000,8,0,1.5146
ETH,momentum,47,3,-36.3948,-3.0329,-21.8267,96.4481,14.2857,14,0,88.3237
ETH,momentum,58,10,-38.2091,-3.1841,-29.1937,62.7761,12.5000,8,0,1.5146
ETH,momentum,1,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,2,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,3,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,4,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,5,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,6,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,7,1,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,8,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,9,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,10,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,11,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,12,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,13,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,14,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,15,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,16,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,17,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,18,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,19,1,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,20,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,21,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,22,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,23,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,24,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,26,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,27,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,28,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,29,2,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,30,4,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,31,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,32,6,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,33,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,34,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,35,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,36,4,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,37,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,38,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,39,2,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,40,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,41,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,42,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,43,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,44,3,-54.7808,-4.5651,0.0000,99.3956,33.3333,3,1,99.9887
ETH,momentum,1,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,2,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,3,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,4,1,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,5,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,6,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,7,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,8,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,9,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,10,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,11,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,12,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
