Asset,Strategy,FGI_Threshold,Leverage,Total_Return%,Monthly_Return%,Sharpe_Ratio,Max_Drawdown%,Win_Rate%,Total_Trades,Liquidations,Time_In_Market%
ETH,momentum,13,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,14,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,15,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,16,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,17,1,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,18,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,19,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,20,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,21,1,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,22,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,23,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,24,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,25,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,26,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,27,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,28,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,29,3,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,30,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,31,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,33,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,34,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,35,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,36,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,37,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,38,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,39,3,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,40,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,41,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,42,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,43,1,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,44,2,-57.0212,-4.7518,0.0000,96.5090,33.3333,3,1,99.9887
ETH,momentum,45,3,-60.1909,-5.0159,0.0000,99.0167,20.0000,5,1,99.7852
ETH,momentum,45,2,-60.9196,-5.0766,0.0000,96.4377,20.0000,5,1,99.7852
ETH,momentum,51,8,-61.0038,-5.0836,19.7486,93.9657,10.5263,38,0,52.7410
ETH,momentum,48,6,-71.7560,-5.9797,22.7600,99.3616,18.9189,37,1,77.6195
ETH,momentum,46,3,-75.4364,-6.2864,-7.6461,99.4555,9.5238,21,1,97.2985
ETH,momentum,51,10,-82.1715,-6.8476,19.7567,97.1217,10.5263,38,0,52.7410
ETH,momentum,47,4,-88.0798,-7.3400,30.1578,99.5841,18.7500,16,2,88.3237
ETH,momentum,47,5,-89.2988,-7.4416,21.5007,99.7494,12.5000,16,2,88.3237
ETH,momentum,51,9,-95.8722,-7.9893,23.0879,99.3055,12.8205,39,1,52.7410
ETH,momentum,1,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,1,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,1,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,1,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,1,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,1,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,1,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,2,4,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,2,5,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,2,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,2,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,2,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,2,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,2,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,3,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,3,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,3,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,3,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,3,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,3,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,3,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,4,4,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,4,5,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,4,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,4,7,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,4,8,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,4,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,4,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,5,1,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,5,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,5,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,5,7,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,5,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,5,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,5,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,6,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,6,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,6,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,6,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,6,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,6,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,6,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,7,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,7,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,7,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,7,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,7,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,7,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,7,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,8,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,8,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,8,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,8,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,8,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,8,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,8,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,9,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,9,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,9,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,9,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,9,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,9,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,9,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,10,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,10,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,10,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,10,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,10,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,10,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,10,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,11,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,11,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,11,6,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,11,7,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,11,8,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,11,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,11,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,12,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,12,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,12,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,12,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,12,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,12,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,12,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,13,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,13,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,13,6,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,13,7,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,13,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,13,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,13,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,14,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,14,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,14,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,14,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,14,8,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,14,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,14,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,15,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,15,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,15,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,15,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,15,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,15,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,15,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,16,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,16,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,16,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,16,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,16,8,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,16,9,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,16,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,17,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,17,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,17,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,17,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,17,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,17,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,17,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,18,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,18,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,18,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,18,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,18,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,18,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,18,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,19,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,19,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,19,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,19,7,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,19,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,19,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,19,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,20,1,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,20,4,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,20,5,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,20,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,20,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,20,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,20,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,21,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,21,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,21,6,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,21,7,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,21,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,21,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,21,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,22,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,22,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,22,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,22,7,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,22,8,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,22,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,22,10,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,23,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,23,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,23,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,23,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,23,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,23,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,23,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,24,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,24,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,24,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,24,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,24,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,24,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,24,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,25,3,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,25,4,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,25,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,25,6,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,25,7,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,25,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,25,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,25,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,26,4,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,26,5,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,26,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,26,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,26,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,26,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,26,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,27,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,27,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,27,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,27,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,27,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,27,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,27,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,28,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,28,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,28,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,28,7,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,28,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,28,9,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,28,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,29,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,29,5,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,29,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,29,7,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,29,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,29,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,29,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,30,1,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,30,3,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,30,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,30,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,30,7,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,30,8,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,30,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,30,10,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,31,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,31,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,31,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,31,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,31,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,31,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,31,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,32,2,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,32,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,32,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,32,7,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,32,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,32,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,32,10,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,33,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,33,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,33,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,33,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,33,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,33,9,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,34,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,34,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,34,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,34,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,34,8,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,34,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,34,10,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,35,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,35,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,35,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,35,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,35,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,35,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,35,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,36,3,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,36,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,36,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
